(   
( 0.0 0.0 )
( 0.0010101007204802684 1.3388734565467075e-12 )
( 0.002020201440888408 4.0250025534760425e-12 )
( 0.003030302161156819 9.359457653346226e-12 )
( 0.0040404028811574086 1.9845902698989448e-11 )
( 0.005050503600650039 4.025080269087766e-11 )
( 0.006060604319189529 7.955297531836436e-11 )
( 0.007070705035959418 1.5448531343054128e-10 )
( 0.00808080574947883 2.95900304259078e-10 )
( 0.00909090645709106 5.600766517233069e-10 )
( 0.010101007154082355 1.04857722504903e-09 )
( 0.011111107832181184 1.9427238151514814e-09 )
( 0.012121208477033218 3.5627609751287537e-09 )
( 0.013131309064003994 6.468213631372066e-09 )
( 0.014141409551286309 1.1626140883347347e-08 )
( 0.015151509868720246 2.068991755699301e-08 )
( 0.016161609899882648 3.645570872956583e-08 )
( 0.017171709453751946 6.360102633440334e-08 )
( 0.018181808220445107 1.098653984454856e-07 )
( 0.019191905702954024 1.879150572370314e-07 )
( 0.020202001113224496 3.182521221556378e-07 )
( 0.021212093216019027 5.336976377501301e-07 )
( 0.02222218009743553 8.862142411025786e-07 )
( 0.02323225882634524 1.4571592654721854e-06 )
( 0.024242324965999155 2.3724975088401656e-06 )
( 0.025252371879333407 3.825082406205826e-06 )
( 0.026262389754925924 6.1068638512185025e-06 )
( 0.027272364261220462 9.654827559102408e-06 )
( 0.028282274715034705 1.5115635466855792e-05 )
( 0.029292091627553238 2.343532728021902e-05 )
( 0.030301773468744683 3.598204675314687e-05 )
( 0.03131126247208266 5.471152796604484e-05 )
( 0.03232047928923399 8.23869288844592e-05 )
( 0.03332931630365923 0.00012286638868536093 )
( 0.034337629428414985 0.000181473202463589 )
( 0.03534522825302737 0.0002654644691945096 )
( 0.036351864473380416 0.00038461411886991925 )
( 0.037357218642691425 0.000551924939038495 )
( 0.03836088542465034 0.0007844811311529809 )
( 0.03936235771253241 0.0011044475565996636 )
( 0.04036101019708545 0.0015402137502243396 )
( 0.04135608321219625 0.0021276696709788823 )
( 0.04234666794513552 0.002911585910626291 )
( 0.043331694344950746 0.003947053868955941 )
( 0.04430992326910976 0.005300921782963486 )
( 0.04527994454043686 0.0070531414724099295 )
( 0.04624018260691324 0.009297919726488357 )
( 0.04718891137064835 0.012144549372670344 )
( 0.048124279450221664 0.01571778060532869 )
( 0.049044346645473184 0.02015758572425952 )
( 0.04994713168585303 0.02561817268149391 )
( 0.05083067048476371 0.032266117129414684 )
( 0.05169308313988518 0.04027751076650893 )
( 0.05253264688519058 0.04983406649137179 )
( 0.05334787120801152 0.06111817772272604 )
( 0.05413757050289046 0.07430699822632608 )
( 0.05490092905662081 0.08956568628654754 )
( 0.055637552951128315 0.10704003789219674 )
( 0.05634750371538468 0.1268488113058932 )
( 0.057031309300490544 0.14907611267336823 )
( 0.05768994919151711 0.17376426176040716 )
( 0.0583248121487858 0.2009075816531838 )
( 0.05893762707740672 0.23044755092993618 )
( 0.059530369695195436 0.2622697182163766 )
( 0.06010514980792804 0.2962027067872641 )
( 0.06066408589365901 0.33201953373959586 )
( 0.06120917513865743 0.3694413401804839 )
( 0.06174216788321804 0.40814348461798033 )
( 0.06226445550836578 0.4477638022251531 )
( 0.06277698007912004 0.48791268992457526 )
( 0.06328017259307775 0.5281845533414208 )
( 0.06377392458215132 0.5681700573666559 )
( 0.06425759526797786 0.6074685657249403 )
( 0.06473005371555995 0.6457001416173991 )
( 0.06518975272650564 0.6825165124111152 )
( 0.06563482881821296 0.7176104736871957 )
( 0.06606322076907996 0.7507233152648203 )
( 0.0664727980338288 0.7816499846373413 )
( 0.06686148993321017 0.8102418501703954 )
( 0.06722740690208197 0.8364070752322101 )
( 0.06756894616330793 0.8601087534209841 )
( 0.06788487583968729 0.881361074064581 )
( 0.06817439353301916 0.9002238784889192 )
( 0.06843715757646823 0.9167960264908414 )
( 0.06867329129373081 0.9312080175252468 )
( 0.06888336249071682 0.9436143038917257 )
( 0.06906834191915232 0.9541856978388616 )
( 0.0692295454960135 0.9631022170586503 )
( 0.0693685656036117 0.9705466406908893 )
( 0.06948719685089583 0.9766989681638258 )
( 0.06958736130944058 0.9817318929871794 )
( 0.0696710375411235 0.9858073289841609 )
( 0.06974019681895606 0.9890739619772599 )
( 0.06979674892100116 0.9916657485980245 )
( 0.06984249885362133 0.9937012470419442 )
( 0.06987911492010053 0.9952836421674931 )
( 0.06990810775608154 0.9965013181157727 )
( 0.06993081934109265 0.9974288335560034 )
( 0.06994842057858947 0.998128165225326 )
( 0.06996191580802034 0.9986501019670901 )
   )
